"CONAME","lat","long","NAICS6","NAICSD","sales_M","employees","PUBPRV","HDBRCH","STATE","STCITY","year"
"Genie Biomedical Des Iles",47.403352,-61.897432,541330,"Engineering Services",0.585,3,NA,NA,"QC","Fatima",2025
"Innovex Consultants",48.239977,-79.020015,541330,"Engineering Services",0.39,2,NA,NA,"QC","Rouyn-Noranda",2025
"Strum Consulting",45.631062,-62.007156,541330,"Engineering Services",2.144,11,NA,NA,"NS","Antigonish",2025
"JGL Plans & Solutions Inc",45.604745,-73.800265,541330,"Engineering Services",0.78,4,NA,NA,"QC","Laval",2025
"Etna Frost",45.583512,-73.739746,541330,"Engineering Services",0.78,4,NA,NA,"QC","Laval",2025
"Equiluqs Inc",45.592252,-73.6687,541330,"Engineering Services",2.924,15,NA,NA,"QC","Laval",2025
"Leroux Beaudoin Hurens & Asscs",45.57552,-73.729938,541330,"Engineering Services",0.78,4,NA,NA,"QC","Laval",2025
"Electrique Robotique Inc",45.561395,-73.683467,541330,"Engineering Services",0.78,4,NA,NA,"QC","Laval",2025
"Entreprises Serge Fortin",45.57732,-73.802474,541330,"Engineering Services",7.992,41,NA,NA,"QC","Laval",2025
"BKL Engineering",43.587139,-81.692177,541330,"Engineering Services",0.585,3,NA,NA,"ON","Bayfield",2025
"A Ruggieri Engineering Ltd",53.422591,-113.461422,541330,"Engineering Services",0.585,3,NA,NA,"AB","Edmonton",2025
"Aboriginal Engineering",53.548608,-113.634912,541330,"Engineering Services",0.585,3,NA,NA,"AB","Edmonton",2025
"J F Power Systems Engrng Ltd",53.3444727,-113.3965887,541330,"Engineering Services",0.195,1,NA,NA,"AB","Beaumont",2025
"R Evolve Engineering Inc",53.508487,-113.473604,541330,"Engineering Services",0.78,4,NA,NA,"AB","Edmonton",2025
"H Group Inc",53.534113,-113.32441,541330,"Engineering Services",0.975,5,NA,NA,"AB","Sherwood Park",2025
"Laviolette Engineering Ltd",53.514152,-113.529012,541330,"Engineering Services",0.585,3,NA,NA,"AB","Edmonton",2025
"Obelisk Building Design",53.4943413,-113.6807725,541330,"Engineering Services",0.78,4,NA,NA,"AB","Edmonton",2025
"Reality Measurements",53.7394988,-113.0390751,541330,"Engineering Services",1.95,10,NA,NA,"AB","Fort Saskatchewan",2025
"JWC Environmental",43.870835,-78.913582,541330,"Engineering Services",2.339,12,NA,NA,"ON","Whitby",2025
"Dobbyn Electric Lightning",50.941252,-113.971601,541330,"Engineering Services",0.975,5,NA,NA,"AB","Calgary",2025
"Bba",51.0425476,-114.0675051,541330,"Engineering Services",3.899,20,NA,NA,"AB","Calgary",2025
"Clear Path Engineering",51.094231,-114.130509,541330,"Engineering Services",0.585,3,NA,NA,"AB","Calgary",2025
"Dynamysk Automation Ltd",50.9490973,-113.985083,541330,"Engineering Services",0.585,3,NA,NA,"AB","Calgary",2025
"Kerr Wood Leidal Assoc Ltd",51.040601,-114.06092,541330,"Engineering Services",2.339,12,NA,NA,"AB","Calgary",2025
"Lauren Concise",50.972214,-113.97001,541330,"Engineering Services",0.39,2,NA,NA,"AB","Calgary",2025
"Nielson Clark & Assoc",51.0400655,-114.0817016,541330,"Engineering Services",0.585,3,NA,NA,"AB","Calgary",2025
"Norma Engineering Inc",51.048764,-114.072354,541330,"Engineering Services",3.899,20,NA,NA,"AB","Calgary",2025
"Ready Engineering Corp",51.042762,-114.077731,541330,"Engineering Services",0.585,3,NA,NA,"AB","Calgary",2025
"Synergi-Fx",51.0470728,-114.0805162,541330,"Engineering Services",5.848,30,NA,NA,"AB","Calgary",2025
"Sentio Engineering",51.042788,-114.073006,541330,"Engineering Services",0.585,3,NA,NA,"AB","Calgary",2025
"Stephenson Engineering Ltd",51.049437,-114.061933,541330,"Engineering Services",1.755,9,NA,NA,"AB","Calgary",2025
"Tri Innovations Consulting",51.0478162,-114.0762789,541330,"Engineering Services",0.975,5,NA,NA,"AB","Calgary",2025
"Intagrated Sustainability",51.0478162,-114.0762789,541330,"Engineering Services",0.78,4,NA,NA,"AB","Calgary",2025
"Orbis Engineering Field Svc",51.2060464,-114.2357405,541330,"Engineering Services",5.848,30,NA,NA,"AB","Calgary",2025
"Pioneer Engineering Inc",51.050461,-113.958168,541330,"Engineering Services",5.848,30,NA,NA,"AB","Calgary",2025
"Daniel Heath Engineering",50.975918,-114.014375,541330,"Engineering Services",1.365,7,NA,NA,"AB","Calgary",2025
"Visionintegrity Engineering",51.04626,-114.087546,541330,"Engineering Services",0.585,3,NA,NA,"AB","Calgary",2025
"Groupe Gedic Inc",46.86282,-71.338957,541330,"Engineering Services",0.78,4,NA,NA,"QC","Quebec",2025
"Bouthillette Parizeau TNC",46.797125,-71.179372,541330,"Engineering Services",38.982,200,NA,NA,"QC","Levis",2025
"Groupe Cogespro",46.806342,-71.305181,541330,"Engineering Services",1.95,10,NA,NA,"QC","Quebec",2025
"Ims Solution",46.835811,-71.355724,541330,"Engineering Services",0.78,4,NA,NA,"QC","Quebec",2025
"RCL Groupe-Conseil Inc",46.882312,-71.26483,541330,"Engineering Services",0.78,4,NA,NA,"QC","Quebec",2025
"Fireweed Helicopters Ltd",59.480782,-133.631242,336411,"Aircraft Manufacturing",17.833,37,NA,NA,"BC","Atlin",2025
"Madison R S Engineering Inc",52.613622,-104.192939,541330,"Engineering Services",0.78,4,NA,NA,"SK","Tisdale",2025
"Sabre Towers",42.967761,-81.25009,541330,"Engineering Services",0.585,3,NA,NA,"ON","London",2025
"Y A Engineering",42.9974785,-81.3084365,541330,"Engineering Services",0.585,3,NA,NA,"ON","London",2025
"Budget Exteriors",43.007602,-81.177178,541330,"Engineering Services",0.358,3,NA,NA,"ON","London",2025
"Concept DB",48.103955,-77.788199,541330,"Engineering Services",2.924,15,NA,NA,"QC","Val-D'or",2025
"Kla Engineering Ltd",49.208087,-122.560521,541330,"Engineering Services",0.195,1,NA,NA,"BC","Maple Ridge",2025
"Mcelhanney Consulting Svc Ltd",54.311331,-130.328977,541330,"Engineering Services",0.585,3,NA,NA,"BC","Prince Rupert",2025
"Beairsto Lehners Ketchum Engrg",55.7564519,-120.2250374,541330,"Engineering Services",0.195,1,NA,NA,"BC","Dawson Creek",2025
"Urban Systems Ltd",56.245365,-120.857786,541330,"Engineering Services",5.263,27,NA,NA,"BC","Fort St. John",2025
"Force Energy Corp",56.387813,-120.722135,541330,"Engineering Services",0.78,4,NA,NA,"BC","Fort St. John",2025
"Village-Radium Hot Spgs Fire",50.6224479675293,-116.071640014648,541330,"Engineering Services",0.585,3,NA,NA,"BC","Radium Hot Springs",2025
"Regie Incendie Lac St-Pierre",46.13667,-72.713719,541330,"Engineering Services",0.585,3,NA,NA,"QC","Baie-Du-Febvre",2025
"Tom Jaholkowski Co",49.169215,-122.309624,541330,"Engineering Services",0.585,3,NA,NA,"BC","Mission",2025
"Lex 3 Engineering",52.267277,-113.814034,541330,"Engineering Services",1.755,9,NA,NA,"AB","Red Deer",2025
"Skytone Engineering Inc",52.311386,-113.810374,541330,"Engineering Services",0.585,3,NA,NA,"AB","Red Deer",2025
"Crimtech Services Ltd",52.2013714,-113.8222976,541330,"Engineering Services",0.78,4,NA,NA,"AB","Red Deer County",2025
"Versatile Ardchitecture",45.526774,-73.595258,541330,"Engineering Services",0.78,4,NA,NA,"QC","Montreal",2025
"Dragone Entertainment Group",45.518103,-73.582162,541330,"Engineering Services",0.78,4,NA,NA,"QC","Montreal",2025
"Mekanic",45.523967,-73.57096,541330,"Engineering Services",0.975,5,NA,NA,"QC","Montreal",2025
"Snc-Lavalin Inc",45.5039113,-73.56321,541330,"Engineering Services",0.78,4,NA,NA,"QC","Montreal",2025
"Sogeclair Aerospatiale",45.502911,-73.55627,541330,"Engineering Services",1.56,8,NA,NA,"QC","Montreal",2025
"Sous Un Meme Toit",48.06036,-65.250412,541330,"Engineering Services",0.585,3,NA,NA,"QC","Paspebiac",2025
"Sous Un Meme Toit",48.06036,-65.250412,541330,"Engineering Services",0.585,3,NA,NA,"QC","Paspebiac",2025
"Sous Un Meme Toit",48.06036,-65.250412,541330,"Engineering Services",0.585,3,NA,NA,"QC","Paspebiac",2025
"Induspec",46.292982,-79.437116,541330,"Engineering Services",0.975,5,NA,NA,"ON","North Bay",2025
"Binnie Consulting",53.91601,-122.752844,541330,"Engineering Services",0.78,4,NA,NA,"BC","Prince George",2025
"Abiluc Consulting",53.857732,-122.802925,541330,"Engineering Services",0.585,3,NA,NA,"BC","Prince George",2025
"Conquest Engineering Ltd",45.947265,-66.691134,541330,"Engineering Services",0.585,3,NA,NA,"NB","Fredericton",2025
"A-Tech Engineering Ltd",51.085908,-114.056445,541330,"Engineering Services",0.585,3,NA,NA,"AB","Calgary",2025
"Novi Engineering Inc",53.505112,-113.446634,541330,"Engineering Services",0.195,1,NA,NA,"AB","Edmonton",2025
"Jeyw Kawa Ltd",50.264648,-119.27377,541330,"Engineering Services",5.653,29,NA,NA,"BC","Vernon",2025
"Pioneer Waterproofing",43.271005,-79.969709,541330,"Engineering Services",0.78,4,NA,NA,"ON","Dundas",2025
"Roba Associates",43.3227059,-79.8079938,541330,"Engineering Services",0.585,3,NA,NA,"ON","Burlington",2025
"MZL Design",43.773441,-79.541401,541330,"Engineering Services",0.585,3,NA,NA,"ON","Woodbridge",2025
"M M Engineering",43.856627,-79.378932,541330,"Engineering Services",0.585,3,NA,NA,"ON","Richmond Hill",2025
"Sulos Technologies Inc",43.851641,-79.392599,541330,"Engineering Services",0.585,3,NA,NA,"ON","Richmond Hill",2025
"Civica Infrastructure Inc",43.809423,-79.520523,541330,"Engineering Services",0.585,3,NA,NA,"ON","Concord",2025
"Engtec Consulting Inc",43.7686251,-79.5664789,541330,"Engineering Services",3.899,20,NA,NA,"ON","Woodbridge",2025
"Linear Computing Inc",43.7972575,-79.5327981,541330,"Engineering Services",1.365,7,NA,NA,"ON","Concord",2025
"WSM Engineering Inc",43.771241,-79.610164,541330,"Engineering Services",0.585,3,NA,NA,"ON","Woodbridge",2025
"Yorkshire Millelstand Inc",43.8089625,-79.5315618,541330,"Engineering Services",0.585,3,NA,NA,"ON","Concord",2025
"Ambo Tech Canada Ltd",43.6879864,-79.5868022,541330,"Engineering Services",0.585,3,NA,NA,"ON","Etobicoke",2025
"Stephenson Engineering Ltd",43.75738,-79.4718385,541330,"Engineering Services",0.585,3,NA,NA,"ON","North York",2025
"Atria Architects Inc",43.771046,-79.307201,541330,"Engineering Services",1.755,9,NA,NA,"ON","Scarborough",2025
"Andrew Marshall Designs",43.737934,-79.434258,541330,"Engineering Services",0.195,1,NA,NA,"ON","North York",2025
"G & M Techanical Svc",43.660706,-79.329075,541330,"Engineering Services",0.585,3,NA,NA,"ON","Toronto",2025
"Advantage Forensics Inc",43.703847,-79.45243,541330,"Engineering Services",0.585,3,NA,NA,"ON","North York",2025
"Bba",43.689842,-79.585862,541330,"Engineering Services",4.483,23,NA,NA,"ON","Etobicoke",2025
"Ces Engineering Ltd",43.7662086,-79.4121091,541330,"Engineering Services",1.755,9,NA,NA,"ON","North York",2025
"Frontop Engineering",43.771848,-79.331645,541330,"Engineering Services",3.509,18,NA,NA,"ON","North York",2025
"Gac Engineering Svc",43.6665305,-79.4130431,541330,"Engineering Services",0.39,2,NA,NA,"ON","Toronto",2025
"JLSR Engineering",43.775842,-79.242148,541330,"Engineering Services",6.237,32,NA,NA,"ON","Scarborough",2025
"Maple Reinders Constructors",43.804242,-79.334322,541330,"Engineering Services",0.585,3,NA,NA,"ON","Scarborough",2025
"Merber Corp",43.690732,-79.36817,541330,"Engineering Services",0.585,3,NA,NA,"ON","East York",2025
"Ramaswamy Sarangapani",43.801734,-79.174772,541330,"Engineering Services",0.195,1,NA,NA,"ON","Scarborough",2025
"Summit Engineering Inc",43.727876,-79.403061,541330,"Engineering Services",0.585,3,NA,NA,"ON","Toronto",2025
"Yoon & Assoc Engineering Ltd",43.666344,-79.325883,541330,"Engineering Services",0.585,3,NA,NA,"ON","Toronto",2025
"Goh Consulting Svc",43.617506,-79.499058,541330,"Engineering Services",0.585,3,NA,NA,"ON","Etobicoke",2025
"Designforce",43.6848585,-79.316657,541330,"Engineering Services",0.585,3,NA,NA,"ON","Toronto",2025
"Microscan Systems Inc",43.767981,-79.41266,541330,"Engineering Services",0.78,4,NA,NA,"ON","North York",2025
"Lanhack Consultants Inc",43.18784,-80.02472,541330,"Engineering Services",1.95,10,NA,NA,"ON","Ancaster",2025
"Arc Engineering Inc",43.2213919,-79.6575784,541330,"Engineering Services",2.339,12,NA,NA,"ON","Stoney Creek",2025
"Apollon Engineering Co Ltd",43.8321996,-79.3600996,541330,"Engineering Services",0.585,3,NA,NA,"ON","Markham",2025
"JHL Engineering",43.818037,-79.349698,541330,"Engineering Services",0.585,3,NA,NA,"ON","Markham",2025
"Metatech Engineering",43.830538,-79.32272,541330,"Engineering Services",0.585,3,NA,NA,"ON","Markham",2025
"Bigelow Accident Rcnstrctn",43.816422,-79.349375,541330,"Engineering Services",0.78,4,NA,NA,"ON","Markham",2025
"DCK Lam Consulting",43.837773,-79.342037,541330,"Engineering Services",0.585,3,NA,NA,"ON","Markham",2025
"Pharm Eng Technology Inc",43.841101,-79.325761,541330,"Engineering Services",0.585,3,NA,NA,"ON","Markham",2025
"Pure Luminescence",43.824461,-79.360648,541330,"Engineering Services",1.95,10,NA,NA,"ON","Markham",2025
"S S Wilson & Assoc",43.8549135,-79.3634775,541330,"Engineering Services",0.585,3,NA,NA,"ON","Markham",2025
"Genivar",46.552019,-75.50559,541330,"Engineering Services",0.585,3,NA,NA,"QC","Mont-Laurier",2025
"Dta Consultants",45.474625,-71.941848,541330,"Engineering Services",2.924,15,NA,NA,"QC","Sherbrooke",2025
"Jean-Marc Dugre",45.402758,-71.890751,541330,"Engineering Services",0.195,1,NA,NA,"QC","Sherbrooke",2025
"Shehab Soliman Ingnieur",45.383942,-71.96614,541330,"Engineering Services",0.585,3,NA,NA,"QC","Sherbrooke",2025
"Group4Engineering Inc",49.1440817,-122.8681327,541330,"Engineering Services",0.585,3,NA,NA,"BC","Surrey",2025
"Optimum Engineering Corp",49.1505699,-122.8681434,541330,"Engineering Services",0.585,3,NA,NA,"BC","Surrey",2025
"T N Engineering Ltd",49.1638107,-122.7497805,541330,"Engineering Services",1.365,7,NA,NA,"BC","Surrey",2025
"Deer Lake Engineering & Assoc",49.230135,-122.620735,541330,"Engineering Services",0.78,4,NA,NA,"BC","Surrey",2025
"Roos Engineering Ltd",49.041486,-122.766768,541330,"Engineering Services",0.585,3,NA,NA,"BC","Surrey",2025
"Integrated Engineering",52.133598,-106.598867,541330,"Engineering Services",5.848,30,NA,NA,"SK","Saskatoon",2025
"Norwest Corp",52.119711,-106.656952,541330,"Engineering Services",1.365,7,NA,NA,"SK","Saskatoon",2025
"Soilvision Systems Ltd",52.0839665,-106.6412515,541330,"Engineering Services",2.924,15,NA,NA,"SK","Saskatoon",2025
"Hexa Engineering Inc",49.327502,-123.157833,541330,"Engineering Services",0.585,3,NA,NA,"BC","West Vancouver",2025
"Cascade Geotechnical",49.8804878,-119.4544942,541330,"Engineering Services",0.585,3,NA,NA,"BC","Kelowna",2025
"Quantum Design & Tech Inc",53.508361,-113.497,541330,"Engineering Services",0.975,5,NA,NA,"AB","Edmonton",2025
"Neegan Burnside Ltd",43.91846,-80.086824,541330,"Engineering Services",13.644,70,NA,NA,"ON","Orangeville",2025
"Ya Engineering Inc",48.457789,-123.463126,541330,"Engineering Services",0.585,3,NA,NA,"BC","Victoria",2025
"Mcelhanney Consulting Svc Ltd",48.4680163,-123.3628468,541330,"Engineering Services",4.873,25,NA,NA,"BC","Victoria",2025
"K Smart Assoc Ltd Consulting",46.506144,-80.984317,541330,"Engineering Services",0.585,3,NA,NA,"ON","Sudbury",2025
"Superior Survey Inc",48.717839,-86.37784,541330,"Engineering Services",0.585,3,NA,NA,"ON","Marathon",2025
"Mech Mart Sales Ltd",43.53353,-80.20826,541330,"Engineering Services",0.585,3,NA,NA,"ON","Guelph",2025
"Aquafor Beech Ltd",43.6577601,-79.5998784,541330,"Engineering Services",3.899,20,NA,NA,"ON","Mississauga",2025
"Up3 Engineering Inc",43.6634413,-79.725102,541330,"Engineering Services",0.585,3,NA,NA,"ON","Brampton",2025
"Hach Sales & Svc Canada Ltd",43.632223,-79.671198,541330,"Engineering Services",0.585,3,NA,NA,"ON","Mississauga",2025
"Pro-Aviat Aerospace Inc",43.680862,-79.670661,336411,"Aircraft Manufacturing",16.869,35,NA,NA,"ON","Mississauga",2025
"Perspectives Design Planning",43.574375,-79.774924,541330,"Engineering Services",0.585,3,NA,NA,"ON","Mississauga",2025
"Metsco Inc",43.658521,-79.603209,541330,"Engineering Services",0.585,3,NA,NA,"ON","Mississauga",2025
"Irc Building Sciences Group",43.603291,-79.778041,541330,"Engineering Services",0.358,3,NA,NA,"ON","Mississauga",2025
"Stenvro Engineering Inc",43.508926,-79.670471,541330,"Engineering Services",0.585,3,NA,NA,"ON","Oakville",2025
"GPI Engineering Inc",43.435074,-79.714611,541330,"Engineering Services",1.95,10,NA,NA,"ON","Oakville",2025
"Leighton-Zec West Ltd",43.4888384,-79.7063317,541330,"Engineering Services",0.78,4,NA,NA,"ON","Oakville",2025
"Regal Engineer",43.4997953,-79.661546,541330,"Engineering Services",0.78,4,NA,NA,"ON","Oakville",2025
"D R Dyck Assoc",43.472649,-79.665205,541330,"Engineering Services",0.585,3,NA,NA,"ON","Oakville",2025
"Aplin & Martin Consultants Ltd",49.288734,-123.121904,541330,"Engineering Services",0.78,4,NA,NA,"BC","Vancouver",2025
"Prod Altimus",49.280947,-123.018389,541330,"Engineering Services",0.195,1,NA,NA,"BC","Burnaby",2025
"C M Rock Engineering",49.28529,-123.115501,541330,"Engineering Services",0.78,4,NA,NA,"BC","Vancouver",2025
"Coastal Genomics Inc",49.2664811,-122.9986779,541330,"Engineering Services",1.755,9,NA,NA,"BC","Burnaby",2025
"Era Engineering Inc",49.208131,-123.017847,541330,"Engineering Services",0.585,3,NA,NA,"BC","Burnaby",2025
"FVB Energy Inc",49.2666746,-123.0047487,541330,"Engineering Services",0.585,3,NA,NA,"BC","Burnaby",2025
"SKS Engineering",49.192437,-122.998645,541330,"Engineering Services",2.924,15,NA,NA,"BC","Burnaby",2025
"Wyllie & Norrish Rock Engrs",49.28529,-123.115501,541330,"Engineering Services",0.585,3,NA,NA,"BC","Vancouver",2025
"Rocky Point Engineering",49.278568,-123.09725,541330,"Engineering Services",2.339,12,NA,NA,"BC","Vancouver",2025
"Classic Industrial Design Ltd",49.27342,-122.9444275,541330,"Engineering Services",0.585,3,NA,NA,"BC","Burnaby",2025
"VVV Engineering Ltd",49.199315,-122.986586,541330,"Engineering Services",0.585,3,NA,NA,"BC","Burnaby",2025
"Beaudoin Hurens Inc",45.752119,-73.468856,541330,"Engineering Services",0.78,4,NA,NA,"QC","Repentigny",2025
"International Hotel Engrs",49.479452,-123.243599,541330,"Engineering Services",0.585,3,NA,NA,"BC","Lions Bay",2025
"Naesgaard Amini Geotech",49.308807,-123.036081,541330,"Engineering Services",0.585,3,NA,NA,"BC","North Vancouver",2025
"Notionworks Engineering Ltd",49.350883,-123.032178,541330,"Engineering Services",0.195,1,NA,NA,"BC","North Vancouver",2025
"Carew Colin",43.402201,-80.350157,541330,"Engineering Services",0.585,3,NA,NA,"ON","Cambridge",2025
"Experts-Bati Conseils",46.560726,-72.744652,541330,"Engineering Services",0.585,3,NA,NA,"QC","Shawinigan",2025
"BPR",46.540021,-72.752174,541330,"Engineering Services",0.39,2,NA,NA,"QC","Shawinigan",2025
"Roche Ltee Groupe-Conseil",46.540021,-72.752174,541330,"Engineering Services",1.17,6,NA,NA,"QC","Shawinigan",2025
"Canada Nde Technical Svc",46.594235,-70.860566,541330,"Engineering Services",0.585,3,NA,NA,"QC","Sainte Claire",2025
"Solid Earth Geotechnical Inc",53.287228,-110.010477,541330,"Engineering Services",1.365,7,NA,NA,"AB","Lloydminster",2025
"Triumph Gear Systems-Toronto",43.7597039,-79.5332741,334511,"Search, Detection, Navigation, Guidance, Aeronauti",8.223,35,NA,NA,"ON","North York",2025
"Sunwise Engineering Ltd",49.698729,-112.824231,541330,"Engineering Services",0.39,2,NA,NA,"AB","Lethbridge",2025
"Engage Engineering",44.301952,-78.321896,541330,"Engineering Services",0.78,4,NA,NA,"ON","Peterborough",2025
"Igla-Desic Systems",49.702775,-112.828461,541330,"Engineering Services",0.585,3,NA,NA,"AB","Lethbridge",2025
"Gregson Engineering",49.423378,-112.871621,541330,"Engineering Services",0.585,3,NA,NA,"AB","Magrath",2025
"Fluor",43.4498729,-80.4872566,541330,"Engineering Services",0.585,3,NA,NA,"ON","Kitchener",2025
"Geosyntec Consultants",43.4792,-80.54941,541330,"Engineering Services",3.899,20,NA,NA,"ON","Waterloo",2025
"JP Engineering Solutions Inc",43.466841,-80.479193,541330,"Engineering Services",0.585,3,NA,NA,"ON","Kitchener",2025
